TradingDate,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,MBB,MSN,MWG,NVL,PDR,PLX,POW,SAB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2013-01-24,4035.0,,,33247.0,11090.0,6735.0,25249.0,,,1523.0,3741.0,53533.0,,,4496.0,,,,5012.0,14883.0,,,12791.0,,,18247.0,,26650.0,,
2013-01-25,4178.0,,,36141.0,11464.0,6934.0,26055.0,,,1628.0,3796.0,55077.0,,,4496.0,,,,5186.0,14883.0,,,13043.0,,,18388.0,,26786.0,,
2013-01-28,4178.0,,,39114.0,12157.0,7132.0,28227.0,,,1671.0,3824.0,58165.0,,,4496.0,,,,5360.0,15019.0,,,13632.0,,,18809.0,,27194.0,,
2013-01-29,4202.0,,,37549.0,11890.0,7114.0,27855.0,,,1650.0,3796.0,61254.0,,,4496.0,,,,5418.0,15223.0,,,13758.0,,,18668.0,,27738.0,,
2013-01-30,4226.0,,,40678.0,12423.0,7223.0,28289.0,,,1720.0,3824.0,61769.0,,,4200.0,,,,5447.0,15495.0,,,14137.0,,,18668.0,,27738.0,,
2013-01-31,4178.0,,,40287.0,12210.0,7223.0,27730.0,,,1727.0,3824.0,60224.0,,,4314.0,,,,5389.0,15155.0,,,14095.0,,,18528.0,,27466.0,,
2013-02-01,4178.0,,,39896.0,12050.0,7042.0,27234.0,,,1706.0,3769.0,60224.0,,,4314.0,,,,5302.0,15087.0,,,13800.0,,,18528.0,,27058.0,,
2013-02-04,4178.0,,,44198.0,12263.0,7078.0,28289.0,,,1706.0,3769.0,59710.0,,,4314.0,,,,5360.0,15359.0,,,14137.0,,,18809.0,,27466.0,,
2013-02-05,4130.0,,,43807.0,12050.0,7024.0,28103.0,,,1678.0,3714.0,57651.0,,,4314.0,,,,5331.0,15223.0,,,13969.0,,,18809.0,,27058.0,,
2013-02-06,4154.0,,,44198.0,12370.0,7060.0,28227.0,,,1755.0,3769.0,57651.0,,,4314.0,,,,5418.0,15291.0,,,14179.0,,,18809.0,,27058.0,,
2013-02-07,4178.0,,,45372.0,12423.0,7096.0,28537.0,,,1818.0,3796.0,57651.0,,,4609.0,,,,5563.0,15223.0,,,14432.0,,,18809.0,,27738.0,,
2013-02-08,4202.0,,,44981.0,12530.0,7132.0,28413.0,,,1832.0,3824.0,59195.0,,,4609.0,,,,5563.0,15291.0,,,14474.0,,,18528.0,,27466.0,,
2013-02-18,4202.0,,,44981.0,12530.0,7169.0,28785.0,,,1818.0,3851.0,59710.0,,,4609.0,,,,5621.0,15291.0,,,14432.0,,,18528.0,,27466.0,,
2013-02-19,4178.0,,,44198.0,12157.0,7150.0,28537.0,,,1825.0,3879.0,58680.0,,,4609.0,,,,5563.0,14883.0,,,14179.0,,,18668.0,,27466.0,,
2013-02-20,4059.0,,,44981.0,12104.0,7078.0,28599.0,,,1804.0,3851.0,58680.0,,,4586.0,,,,5505.0,14816.0,,,13758.0,,,18668.0,,27194.0,,
2013-02-21,3916.0,,,43416.0,12104.0,6970.0,28537.0,,,1720.0,3769.0,57136.0,,,4269.0,,,,5215.0,14748.0,,,13464.0,,,18247.0,,27466.0,,
2013-02-22,3916.0,,,40678.0,11944.0,6771.0,28413.0,,,1692.0,3714.0,57136.0,,,4269.0,,,,5157.0,14476.0,,,13254.0,,,17826.0,,27194.0,,
2013-02-25,3963.0,,,41460.0,11570.0,6916.0,28599.0,,,1734.0,3741.0,58680.0,,,4269.0,,,,5273.0,14612.0,,,13674.0,,,17967.0,,27738.0,,
2013-02-26,3892.0,,,40287.0,10930.0,6663.0,27668.0,,,1678.0,3631.0,57136.0,,,4314.0,,,,4983.0,14340.0,,,13484.0,,,17265.0,,27466.0,,
2013-02-27,3868.0,,,37940.0,10984.0,6591.0,27420.0,,,1607.0,3576.0,57136.0,,,4314.0,,,,4954.0,13864.0,,,13353.0,,,17405.0,,27466.0,,
2013-02-28,3939.0,,,40678.0,10664.0,6609.0,28351.0,,,1671.0,3659.0,57136.0,,,4314.0,,,,5157.0,13932.0,,,13615.0,,,17826.0,,27738.0,,
2013-03-01,3939.0,,,42634.0,10771.0,6645.0,28537.0,,,1685.0,3659.0,57651.0,,,4269.0,,,,5215.0,14748.0,,,14007.0,,,18528.0,,28010.0,,
2013-03-04,3892.0,,,41460.0,10237.0,6500.0,28351.0,,,1572.0,3576.0,58165.0,,,4496.0,,,,4983.0,13932.0,,,13964.0,,,18668.0,,27738.0,,
2013-03-05,3868.0,,,38723.0,9811.0,6446.0,27917.0,,,1509.0,3576.0,58680.0,,,4496.0,,,,4896.0,13796.0,,,13789.0,,,18528.0,,27466.0,,
2013-03-06,3820.0,,,39505.0,9971.0,6446.0,28041.0,,,1537.0,3604.0,58680.0,,,4473.0,,,,5012.0,13932.0,,,13789.0,,,18388.0,,28282.0,,
2013-03-07,3892.0,,,39896.0,9917.0,6428.0,28289.0,,,1614.0,3576.0,57651.0,,,4473.0,,,,4983.0,14136.0,,,13920.0,,,18107.0,,28010.0,,
2013-03-08,3868.0,,,39896.0,10131.0,6482.0,27979.0,,,1664.0,3604.0,58165.0,,,4473.0,,,,5041.0,14000.0,,,14007.0,,,18107.0,,28282.0,,
2013-03-11,3772.0,,,39114.0,10397.0,6645.0,28103.0,,,1664.0,3576.0,59195.0,,,4473.0,,,,5099.0,14476.0,,,13789.0,,,18107.0,,28010.0,,
2013-03-12,3916.0,,,39114.0,10291.0,6663.0,28289.0,,,1727.0,3604.0,58680.0,,,4473.0,,,,5099.0,14612.0,,,13920.0,,,17826.0,,28010.0,,
2013-03-13,3916.0,,,39035.0,10344.0,6681.0,28289.0,,,1685.0,3576.0,59710.0,,,4473.0,,,,5157.0,14408.0,,,14051.0,,,17686.0,,28010.0,,
2013-03-14,3916.0,,,39114.0,10024.0,6699.0,28103.0,,,1699.0,3576.0,59195.0,,,4450.0,,,,5128.0,14408.0,,,13964.0,,,17686.0,,28010.0,,
2013-03-15,3916.0,,,39896.0,10131.0,6699.0,28351.0,,,1748.0,3576.0,60224.0,,,4382.0,,,,5157.0,14612.0,,,13920.0,,,17967.0,,28010.0,,
2013-03-18,3916.0,,,39505.0,10397.0,6663.0,28475.0,,,1741.0,3576.0,61254.0,,,4382.0,,,,5157.0,14612.0,,,14095.0,,,18107.0,,28010.0,,
2013-03-19,3916.0,,,39114.0,10344.0,6627.0,29157.0,,,1734.0,3549.0,60739.0,,,4382.0,,,,5099.0,14680.0,,,14007.0,,,17967.0,,28554.0,,
2013-03-20,3939.0,,,39896.0,10184.0,6681.0,30398.0,,,1748.0,3576.0,60739.0,,,4382.0,,,,5157.0,14680.0,,,13964.0,,,17967.0,,28554.0,,
2013-03-21,3916.0,,,39896.0,10237.0,6735.0,30956.0,,,1776.0,3604.0,61769.0,,,4382.0,,,,5215.0,14612.0,,,14007.0,,,18247.0,,29097.0,,
2013-03-22,3916.0,,,38801.0,10024.0,6862.0,30956.0,,,1734.0,3576.0,65372.0,,,4382.0,,,,5099.0,14476.0,,,13833.0,,,18247.0,,30185.0,,
2013-03-25,3892.0,,,39505.0,10024.0,6898.0,30956.0,,,1755.0,3549.0,65886.0,,,4382.0,,,,5128.0,14340.0,,,13877.0,,,18247.0,,30457.0,,
2013-03-26,3892.0,,,39896.0,10184.0,6916.0,30956.0,,,1790.0,3576.0,63313.0,,,4382.0,,,,5157.0,14408.0,,,13877.0,,,18528.0,,30457.0,,
2013-03-27,3844.0,,,39114.0,10077.0,6825.0,30708.0,,,1755.0,3576.0,63313.0,,,4382.0,,,,5070.0,14136.0,,,13702.0,,,18107.0,,30457.0,,
2013-03-28,3892.0,,,39114.0,9971.0,6825.0,31949.0,,,1783.0,3549.0,62798.0,,,4087.0,,,,5041.0,14000.0,,,13877.0,,,17686.0,,30729.0,,
2013-03-29,3868.0,,,38801.0,9811.0,6771.0,32259.0,,,1769.0,3521.0,62283.0,,,3814.0,,,,4925.0,13864.0,,,13527.0,,,17686.0,,30729.0,,
2013-04-01,3868.0,,,38957.0,9917.0,6789.0,32880.0,,,1825.0,3549.0,63313.0,,,3814.0,,,,5012.0,14068.0,,,13746.0,,,17826.0,,31817.0,,
2013-04-02,3892.0,,,41852.0,10237.0,6952.0,34741.0,,,1965.0,3604.0,64342.0,,,3565.0,,,,5215.0,14408.0,,,13920.0,,,18107.0,,33177.0,,
2013-04-03,3868.0,,,43025.0,10451.0,6934.0,33500.0,,,1972.0,3604.0,64857.0,,,3338.0,,,,5157.0,14408.0,,,13877.0,,,17826.0,,32905.0,,
2013-04-04,3844.0,,,41460.0,10504.0,6862.0,32569.0,,,1951.0,3576.0,64342.0,,,3474.0,,,,5128.0,14068.0,,,13789.0,,,17545.0,,32633.0,,
2013-04-05,3820.0,,,41460.0,10504.0,6862.0,32569.0,,,1958.0,3549.0,63313.0,,,3247.0,,,,5099.0,14340.0,,,13484.0,,,17967.0,,32633.0,,
2013-04-08,3796.0,,,42634.0,10557.0,6934.0,32880.0,,,2007.0,3604.0,63313.0,,,3020.0,,,,5215.0,14340.0,,,13571.0,,,18107.0,,33448.0,,
2013-04-09,3796.0,,,42634.0,10504.0,7169.0,33190.0,,,1993.0,3631.0,63313.0,,,2815.0,,,,5331.0,14476.0,,,13571.0,,,17826.0,,33992.0,,
2013-04-10,3796.0,,,39896.0,10344.0,7187.0,34120.0,,,1895.0,3576.0,63313.0,,,2838.0,,,,5360.0,13660.0,,,12698.0,,,17686.0,,34264.0,,
2013-04-11,3796.0,,,39896.0,10237.0,7024.0,34430.0,,,1895.0,3576.0,62798.0,,,2838.0,,,,5244.0,13660.0,,,12655.0,,,17545.0,,33992.0,,
2013-04-12,3916.0,,,39114.0,10131.0,6988.0,33810.0,,,1874.0,3549.0,62283.0,,,2838.0,,,,5128.0,14000.0,,,12437.0,,,17545.0,,33720.0,,
2013-04-15,3820.0,,,38175.0,9917.0,6789.0,33500.0,,,1867.0,3521.0,58165.0,,,2838.0,,,,5012.0,14068.0,,,11782.0,,,16844.0,,32633.0,,
2013-04-16,3796.0,,,36219.0,9704.0,6645.0,33500.0,,,1811.0,3521.0,56106.0,,,2929.0,,,,4925.0,13796.0,,,11433.0,,,16703.0,,31273.0,,
2013-04-17,3748.0,,,37080.0,9917.0,6771.0,33810.0,,,1874.0,3549.0,56621.0,,,2929.0,,,,5012.0,13728.0,,,11913.0,,,17124.0,,32905.0,,
2013-04-18,3748.0,,,35202.0,9757.0,6663.0,33190.0,,,1825.0,3521.0,56106.0,,,2906.0,,,,4983.0,13728.0,,,11913.0,,,16844.0,,32905.0,,
2013-04-22,3772.0,,,34733.0,9651.0,6663.0,32569.0,,,1811.0,3521.0,55592.0,,,3042.0,,,,4867.0,13796.0,,,11651.0,,,16844.0,,32905.0,,
2013-04-23,3772.0,,,35202.0,9704.0,6681.0,32569.0,,,1825.0,3521.0,56621.0,,,3042.0,,,,4925.0,13864.0,,,11651.0,,,16984.0,,33448.0,,
2013-04-24,3772.0,,,35202.0,9704.0,6663.0,33500.0,,,1832.0,3521.0,56106.0,,,2861.0,,,,4925.0,14272.0,,,11607.0,,,17124.0,,33720.0,,
2013-04-25,3796.0,,,35359.0,9704.0,6699.0,33190.0,,,1867.0,3521.0,56106.0,,,2679.0,,,,4954.0,14272.0,,,11782.0,,,17124.0,,33720.0,,
2013-04-26,3820.0,,,35672.0,9757.0,6699.0,32880.0,,,1909.0,3549.0,56106.0,,,2498.0,,,,4925.0,14408.0,,,11957.0,,,17124.0,,33720.0,,
2013-05-02,3820.0,,,35985.0,9757.0,6681.0,32880.0,,,1909.0,3521.0,56621.0,,,2407.0,,,,4925.0,14476.0,,,11869.0,,,17124.0,,32905.0,,
2013-05-03,3820.0,,,35985.0,9811.0,6681.0,32880.0,,,1972.0,3521.0,56106.0,,,2248.0,,,,4896.0,14272.0,,,11782.0,,,17545.0,,32905.0,,
2013-05-06,3820.0,,,36297.0,10024.0,6699.0,33190.0,,,2000.0,3549.0,56621.0,,,2566.0,,,,5012.0,14408.0,,,11913.0,,,17967.0,,33448.0,,
2013-05-07,3820.0,,,37940.0,9971.0,6771.0,33500.0,,,1993.0,3549.0,57136.0,,,2452.0,,,,5070.0,14748.0,,,12131.0,,,17826.0,,33720.0,,
2013-05-08,3844.0,,,38410.0,9811.0,6789.0,33500.0,,,2000.0,3549.0,56621.0,,,2316.0,,,,5012.0,14816.0,,,12131.0,,,17967.0,,33448.0,,
2013-05-09,3868.0,,,38723.0,9864.0,6825.0,33810.0,,,2036.0,3549.0,56621.0,,,2316.0,,,,5012.0,14816.0,,,12087.0,,,17826.0,,33448.0,,
2013-05-10,3868.0,,,39114.0,9864.0,6825.0,34120.0,,,2106.0,3549.0,56621.0,,,2157.0,,,,5012.0,14816.0,,,11957.0,,,17545.0,,33448.0,,
2013-05-13,3892.0,,,39505.0,9864.0,6844.0,33810.0,,,2106.0,3549.0,57136.0,,,2248.0,,,,5041.0,14883.0,,,11913.0,,,17686.0,,33448.0,,
2013-05-14,3868.0,,,39505.0,9757.0,6862.0,33500.0,,,2050.0,3577.0,56621.0,,,2407.0,,,,4954.0,14883.0,,,11869.0,,,17826.0,,33177.0,,
2013-05-15,3868.0,,,39114.0,9864.0,6934.0,33805.0,,,2057.0,3577.0,56621.0,,,2248.0,,,,4954.0,14883.0,,,11913.0,,,17826.0,,33448.0,,
2013-05-16,3916.0,,,39505.0,9917.0,6952.0,34121.0,,,2127.0,3604.0,56621.0,,,2361.0,,,,5012.0,14883.0,,,12175.0,,,17826.0,,33448.0,,
2013-05-17,3985.0,,,39114.0,9971.0,6952.0,34121.0,,,2106.0,3604.0,56621.0,,,2429.0,,,,4983.0,14748.0,,,12480.0,,,17826.0,,33720.0,,
2013-05-20,3960.0,,,38723.0,9971.0,6952.0,34121.0,,,2106.0,3604.0,54562.0,,,2270.0,,,,5012.0,14899.0,,,12480.0,,,17686.0,,33720.0,,
2013-05-21,3960.0,,,39505.0,10024.0,7241.0,35069.0,,,2197.0,3632.0,56106.0,,,2270.0,,,,5099.0,15138.0,,,12829.0,,,17686.0,,34536.0,,
2013-05-22,4034.0,,,41069.0,10024.0,7530.0,35701.0,,,2197.0,3632.0,56621.0,,,2339.0,,,,5128.0,14580.0,,,12873.0,,,17967.0,,34808.0,,
2013-05-23,4084.0,,,41069.0,9864.0,7457.0,35701.0,,,2176.0,3632.0,56106.0,,,2180.0,,,,5099.0,14500.0,,,12437.0,,,17967.0,,35080.0,,
2013-05-24,4084.0,,,40678.0,9811.0,7512.0,36016.0,,,2162.0,3632.0,56106.0,,,2134.0,,,,5099.0,14022.0,,,12349.0,,,17967.0,,35080.0,,
2013-05-27,4084.0,,,41069.0,9864.0,7710.0,37280.0,,,2218.0,3660.0,55592.0,,,2270.0,,,,5244.0,14022.0,,,12655.0,,,18247.0,,35896.0,,
2013-05-28,4084.0,,,41069.0,9864.0,7728.0,38544.0,,,2274.0,3660.0,56106.0,,,2384.0,,,,5331.0,13943.0,,,12873.0,,,18668.0,,36440.0,,
2013-05-29,4109.0,,,40287.0,9864.0,7801.0,38228.0,,,2281.0,3660.0,55592.0,,,2270.0,,,,5476.0,14022.0,,,12917.0,,,18247.0,,36168.0,,
2013-05-30,4084.0,,,39896.0,9864.0,7855.0,37596.0,,,2274.0,3660.0,56106.0,,,2270.0,,,,5447.0,14022.0,,,12917.0,,,20072.0,,35896.0,,
2013-05-31,4084.0,,,40287.0,10024.0,7945.0,38228.0,,,2302.0,3716.0,57136.0,,,2384.0,,,,5505.0,14102.0,,,13397.0,,,19089.0,,36168.0,,
2013-06-03,4109.0,,,39896.0,9971.0,7963.0,37912.0,,,2253.0,3716.0,56621.0,,,2270.0,,,,5389.0,13943.0,,,13353.0,,,18809.0,,36168.0,,
2013-06-04,4084.0,,,39114.0,9917.0,7999.0,37280.0,,,2211.0,3660.0,56106.0,,,2270.0,,,,5302.0,13943.0,,,13178.0,,,20072.0,,35896.0,,
2013-06-05,4084.0,,,39505.0,9757.0,8126.0,37280.0,,,2211.0,3632.0,56106.0,,,2202.0,,,,5273.0,13704.0,,,13135.0,,,19511.0,,35896.0,,
2013-06-06,4109.0,,,39896.0,9971.0,8071.0,37912.0,,,2218.0,3660.0,55592.0,,,2089.0,,,,5331.0,13704.0,,,13222.0,,,19230.0,,36168.0,,
2013-06-07,4109.0,,,40678.0,10717.0,8126.0,39176.0,,,2232.0,3688.0,56106.0,,,2089.0,,,,5447.0,13783.0,,,13789.0,,,19089.0,,36712.0,,
2013-06-10,4134.0,,,40678.0,10664.0,8216.0,40124.0,,,2211.0,3744.0,55592.0,,,2157.0,,,,5476.0,13704.0,,,13789.0,,,19651.0,,37256.0,,
2013-06-11,4134.0,,,41069.0,10397.0,8126.0,39176.0,,,2204.0,3716.0,55077.0,,,2157.0,,,,5389.0,13704.0,,,13615.0,,,19089.0,,37256.0,,
2013-06-12,4109.0,,,40287.0,10291.0,8071.0,39176.0,,,2141.0,3688.0,54047.0,,,2202.0,,,,5360.0,13544.0,,,13309.0,,,19230.0,,37800.0,,
2013-06-13,4059.0,,,40205.0,10237.0,8035.0,38860.0,,,2141.0,3660.0,50959.0,,,2316.0,,,,5302.0,13385.0,,,13266.0,,,18809.0,,36984.0,,
2013-06-14,4034.0,,,39480.0,10237.0,7981.0,39176.0,,,2162.0,3688.0,50702.0,,,2202.0,,,,5331.0,13146.0,,,13353.0,,,18247.0,,37471.0,,
2013-06-17,3985.0,,,38111.0,10077.0,7801.0,37912.0,,,2078.0,3632.0,50702.0,,,2157.0,,,,5215.0,12748.0,,,13353.0,,,17826.0,,36369.0,,
2013-06-18,3935.0,,,37869.0,9971.0,7692.0,37280.0,,,2071.0,3604.0,49672.0,,,2112.0,,,,5157.0,12827.0,,,13353.0,,,17967.0,,36369.0,,
2013-06-19,3985.0,,,38675.0,10131.0,7728.0,37912.0,,,2078.0,3632.0,50702.0,,,2134.0,,,,5215.0,13385.0,,,13397.0,,,17967.0,,36920.0,,
2013-06-20,3985.0,,,38675.0,10291.0,7710.0,37280.0,,,2057.0,3632.0,50187.0,,,2134.0,,,,5186.0,13385.0,,,13309.0,,,17826.0,,36644.0,,
2013-06-21,3985.0,,,38352.0,10237.0,7584.0,36964.0,,,1979.0,3632.0,50444.0,,,2225.0,,,,5128.0,13863.0,,,13353.0,,,17545.0,,36644.0,,
2013-06-24,3985.0,,,36660.0,10344.0,7620.0,36016.0,,,1979.0,3632.0,47613.0,,,2361.0,,,,5128.0,13465.0,,,12786.0,,,17405.0,,36369.0,,
2013-06-25,3985.0,,,34404.0,10024.0,7403.0,34437.0,,,1860.0,3604.0,44525.0,,,2225.0,,,,4954.0,13465.0,,,12000.0,,,16703.0,,34991.0,,
2013-06-26,3985.0,,,33034.0,10184.0,7421.0,34753.0,,,1881.0,3604.0,44267.0,,,2316.0,,,,5012.0,13465.0,,,11695.0,,,16844.0,,35542.0,,
2013-06-27,3960.0,,,33437.0,10504.0,7476.0,36016.0,,,1895.0,3632.0,45297.0,,,2157.0,,,,5012.0,13544.0,,,11782.0,,,17265.0,,35818.0,,
2013-06-28,3985.0,,,33921.0,10611.0,7548.0,36648.0,,,1972.0,3632.0,45554.0,,,2270.0,,,,5099.0,13783.0,,,12044.0,,,17545.0,,36093.0,,
2013-07-01,3985.0,,,33115.0,10397.0,7512.0,36016.0,,,1923.0,3632.0,45297.0,,,2225.0,,,,5041.0,13783.0,,,11957.0,,,17124.0,,35818.0,,
2013-07-02,3985.0,,,33437.0,10397.0,7584.0,37280.0,,,1930.0,3632.0,47098.0,,,2293.0,,,,5099.0,13863.0,,,11957.0,,,17265.0,,36644.0,,
2013-07-03,3985.0,,,34243.0,10451.0,7620.0,37596.0,,,1979.0,3632.0,48385.0,,,2316.0,,,,5099.0,13783.0,,,11957.0,,,17545.0,,36920.0,,
2013-07-04,3985.0,,,34243.0,10397.0,7692.0,37596.0,,,1944.0,3632.0,47613.0,,,2316.0,,,,5099.0,13863.0,,,11957.0,,,17686.0,,36644.0,,
2013-07-05,3985.0,,,34163.0,10397.0,7782.0,37280.0,,,1958.0,3660.0,47613.0,,,2498.0,,,,5070.0,13863.0,,,11957.0,,,17545.0,,36644.0,,
2013-07-08,3935.0,,,33840.0,10397.0,7764.0,36648.0,,,1930.0,3632.0,47356.0,,,2498.0,,,,5041.0,13783.0,,,11913.0,,,17265.0,,36644.0,,
2013-07-09,3935.0,,,34001.0,10397.0,7620.0,36648.0,,,1916.0,3632.0,47356.0,,,2747.0,,,,5012.0,13783.0,,,11957.0,,,17405.0,,37195.0,,
2013-07-10,3935.0,,,33599.0,10451.0,7638.0,37596.0,,,1937.0,3632.0,47098.0,,,2725.0,,,,5041.0,13544.0,,,11913.0,,,17405.0,,37471.0,,
2013-07-11,3935.0,,,33034.0,10397.0,7620.0,37596.0,,,1923.0,3660.0,45554.0,,,2725.0,,,,5099.0,13544.0,,,11826.0,,,17405.0,,37195.0,,
2013-07-12,3935.0,,,33599.0,10451.0,7638.0,37912.0,,,1923.0,3660.0,44267.0,,,2838.0,,,,5157.0,13704.0,,,12000.0,,,17686.0,,37195.0,,
2013-07-15,3960.0,,,34404.0,10664.0,7710.0,39808.0,,,2057.0,3632.0,45297.0,,,2725.0,,,,5215.0,13624.0,,,12087.0,,,17686.0,,37471.0,,
2013-07-16,3960.0,,,34727.0,10611.0,7782.0,40124.0,,,2064.0,3660.0,45040.0,,,2679.0,,,,5215.0,13544.0,,,12044.0,,,17686.0,,37746.0,,
2013-07-17,3960.0,,,34324.0,10557.0,7891.0,40124.0,,,2050.0,3660.0,45040.0,,,2838.0,,,,5215.0,13544.0,,,12000.0,,,17686.0,,38022.0,,
2013-07-18,3985.0,,,34324.0,10504.0,7819.0,40124.0,,,2057.0,3660.0,45554.0,,,2838.0,,,,5244.0,13465.0,,,12000.0,,,17686.0,,38297.0,,
2013-07-19,3985.0,,,34324.0,10504.0,7819.0,40756.0,,,2120.0,3660.0,46584.0,,,2747.0,,,,5215.0,13385.0,,,12087.0,,,17686.0,,38848.0,,
2013-07-22,3985.0,,,35855.0,10451.0,7855.0,40756.0,,,2127.0,3660.0,48385.0,,,2747.0,,,,5157.0,13385.0,,,12131.0,,,17686.0,,39124.0,,
2013-07-23,3985.0,,,35532.0,10451.0,7855.0,40756.0,,,2162.0,3660.0,48643.0,,,2566.0,,,,5217.0,13305.0,,,12131.0,,,17686.0,,39951.0,,
2013-07-24,3985.0,,,34807.0,10397.0,7764.0,39808.0,,,2141.0,3660.0,46326.0,,,2725.0,,,,5156.0,13305.0,,,12044.0,,,17545.0,,39124.0,,
2013-07-25,3935.0,,,33840.0,10397.0,7764.0,39808.0,,,2127.0,3632.0,45812.0,,,2543.0,,,,5094.0,13305.0,,,12000.0,,,17686.0,,38848.0,,
2013-07-26,3910.0,,,33599.0,10291.0,7728.0,39492.0,,,2106.0,3632.0,45297.0,,,2725.0,,,,5033.0,13305.0,,,11913.0,,,17686.0,,39124.0,,
2013-07-29,3939.0,,,33115.0,10237.0,7584.0,39492.0,,,2078.0,3632.0,45297.0,,,2793.0,,,,5002.0,13305.0,,,11695.0,,,17686.0,,38848.0,,
2013-07-30,3960.0,,,33276.0,10237.0,7584.0,39808.0,,,2064.0,3632.0,45297.0,,,2611.0,,,,5002.0,13385.0,,,11782.0,,,17405.0,,38848.0,,
2013-07-31,3920.0,,,33437.0,10237.0,7710.0,40124.0,,,2106.0,3660.0,45297.0,,,2520.0,,,,5033.0,13385.0,,,11695.0,,,17124.0,,39124.0,,
2013-08-01,3883.0,,,33034.0,10184.0,7746.0,41071.0,,,2099.0,3660.0,45297.0,,,2679.0,,,,5033.0,13385.0,,,11651.0,,,17405.0,,39675.0,,
2013-08-02,3900.0,,,33276.0,10291.0,7782.0,41071.0,,,2127.0,3632.0,45297.0,,,2498.0,,,,5064.0,13385.0,,,11695.0,,,17686.0,,39951.0,,
2013-08-05,3526.0,,,33437.0,10237.0,7819.0,40756.0,,,2127.0,3660.0,45297.0,,,2520.0,,,,5033.0,13385.0,,,11738.0,,,17686.0,,39675.0,,
2013-08-06,3891.0,,,33437.0,10184.0,8035.0,40756.0,,,2134.0,3660.0,44525.0,,,2611.0,,,,5033.0,13385.0,,,11738.0,,,17686.0,,39399.0,,
2013-08-07,3888.0,,,33518.0,10184.0,8180.0,41387.0,,,2155.0,3660.0,44782.0,,,2725.0,,,,5033.0,13305.0,,,11826.0,,,17967.0,,39951.0,,
